sync, unix, uptime, seq, vsense, vrefint, busvmon, busimon, 2v5mon, 5vmon, n3v3mon, n5vmon, 15vmon, 5vrefmon, n200vmon, n800vmon, temp1, temp2, temp3, temp4, tmp1
0xDDDD, 1730293371, 10922280, 0110, 29.04761, 1.22249, 1.31194, 0.06527, 2.50220, , 3.02681, 3.20088, 0.00000, 3.05099, 3.00828, 2.70125, 2.56103, 25.50000, 25.43750, 25.68750, 25.43750, 23.51852
0xDDDD, 1730293371, 11022267, 0111, 29.04761, 1.22249, 1.33531, 0.07172, 2.50220, , 3.06791, 3.20974, 0.00000, 3.05099, 3.00828, 2.70125, 2.56103, 25.50000, 25.43750, 25.68750, 25.43750, 23.51852
0xDDDD, 1730293371, 11122271, 0112, 29.45053, 1.22249, 1.33451, 0.07172, 2.50220, , 3.03084, 3.21941, 0.00000, 3.05099, 3.00828, 2.70044, 2.53846, 25.50000, 25.43750, 25.68750, 25.43750, 23.51852
0xDDDD, 1730293371, 11222269, 0113, 28.64468, 1.22249, 1.33531, 0.06205, 2.50300, , 3.07194, 3.20813, 0.00000, 3.05179, 3.00828, 2.70125, 2.51106, 25.56250, 25.43750, 25.68750, 25.43750, 23.51852
0xDDDD, 1730293371, 11322281, 0114, 29.45053, 1.22249, 1.33451, 0.06447, 2.50300, , 3.02198, 3.21700, 0.00000, 3.05260, 3.00828, 2.70125, 2.56425, 25.56250, 25.43750, 25.68750, 25.43750, 23.69760
0xDDDD, 1730293371, 11422280, 0115, 29.04761, 1.22249, 1.33531, 0.07414, 2.50139, , 3.06388, 3.20007, 0.00000, 3.05179, 3.00747, 2.70205, 2.55780, 25.50000, 25.43750, 25.68750, 25.43750, 23.69760
0xDDDD, 1730293371, 11522282, 0116, 29.85349, 1.22249, 1.33370, 0.07414, 2.50220, , 3.02520, 3.20894, 0.00000, 3.05179, 3.00747, 2.70044, 2.56022, 25.50000, 25.43750, 25.68750, 25.43750, 23.69760
0xDDDD, 1730293371, 11622272, 0117, 29.45053, 1.22249, 1.33531, 0.07575, 2.50220, , 3.06630, 3.21780, 0.00000, 3.05099, 3.00828, 2.70044, 2.55941, 25.50000, 25.43750, 25.68750, 25.43750, 23.69760
0xDDDD, 1730293372, 11722255, 0118, 29.45053, 1.22249, 1.33451, 0.07817, 2.50220, , 3.03165, 3.20894, 0.00000, 3.05018, 3.00828, 2.70125, 2.48850, 25.50000, 25.43750, 25.68750, 25.43750, 23.51852
0xDDDD, 1730293372, 11822274, 0119, 29.04761, 1.22330, 1.33451, 0.07253, 2.50220, , 3.07516, 3.21619, 0.00000, 3.05018, 3.00828, 2.70044, 2.53604, 25.50000, 25.43750, 25.68750, 25.43750, 23.69760
0xDDDD, 1730293372, 11922257, 0120, 29.45053, 1.22330, 1.33531, 0.06366, 2.50300, , 3.02198, 3.20491, 0.00000, 3.05179, 3.00828, 2.70125, 2.56103, 25.50000, 25.43750, 25.68750, 25.43750, 23.69760
0xDDDD, 1730293372, 12022285, 0121, 29.04761, 1.22330, 1.33451, 0.06527, 2.50220, , 3.06388, 3.20813, 0.00000, 3.05099, 3.00747, 2.70044, 2.56183, 25.50000, 25.43750, 25.68750, 25.43750, 23.69760
0xDDDD, 1730293372, 12122272, 0122, 29.04761, 1.22249, 1.33531, 0.06527, 2.50139, , 3.02762, 3.21619, 0.00000, 3.05018, 3.00747, 2.70125, 2.55941, 25.50000, 25.43750, 25.68750, 25.43750, 23.69760
0xDDDD, 1730293372, 12222277, 0123, 29.45053, 1.22249, 1.33531, 0.07495, 2.50139, , 3.07033, 3.20652, 0.00000, 3.05099, 3.00828, 2.70044, 2.56022, 25.50000, 25.43750, 25.75000, 25.43750, 23.69760
0xDDDD, 1730293372, 12322257, 0124, 29.45053, 1.22330, 1.33451, 0.07172, 2.50220, , 3.03407, 3.21538, 0.00000, 3.04454, 3.00828, 2.70044, 2.56183, 25.50000, 25.50000, 25.75000, 25.37500, 23.69760
0xDDDD, 1730293372, 12422277, 0125, 29.45053, 1.22249, 1.33370, 0.06930, 2.50220, , 3.07597, 3.20410, 0.00000, 3.05018, 3.00747, 2.70044, 2.54571, 25.50000, 25.50000, 25.75000, 25.37500, 23.69760
